pH,Current Density,Electrolyte concentration,Time,Electrode gap,Result
7.883738442086061,270.8914451173869,0.0666556891883103,60.48632079887888,2.8416018721368084,56.05097251041812
3.161882380906135,213.88013293339694,0.09605265043844709,23.77533567409283,2.635073292530433,61.805428648563634
6.255229866972004,84.52526035285652,0.07718896087889786,29.826602775163636,2.9651662862215087,53.466086010061844
6.262794874697863,235.9584639058056,0.061416688206149005,67.70774036879249,2.787795227950596,50.37467332213795
7.4539599955981855,133.61427828408716,0.0598769931741287,99.56892939912174,1.7028723836442445,77.19387975880555
4.405968307303152,205.9378158481538,0.06833693530661537,58.33011405373065,2.6525411437467996,65.70974978533701
6.935343138288165,110.8978320287078,0.08340165828036025,79.1224987324546,2.6162047579450567,62.03098161942383
5.472734119708248,108.20346649687141,0.08891967307355857,56.77054409202687,1.2158891098812021,78.68906956753924
5.486145893452926,103.77183332731735,0.06754761582604342,37.72862903810718,2.703661157771946,75.64460751502263
5.1369448573752,217.8646160799911,0.05736848490558535,77.23856542013623,2.552853558059308,82.55733627908792
3.054846452484188,212.73615946432167,0.06951983118659036,55.506371111659575,1.2824883439498067,50.98294510195804
6.8680138425466595,131.5487516585789,0.09396523991609317,50.1569118209786,1.4718384556480237,49.45381406501214
4.800512062564951,132.07091848642403,0.09819517049161532,21.88246888884209,2.8507225330418713,45.849403910792404
8.47284321511525,85.78914974206634,0.07459305607044021,76.44581084393167,2.68526136393169,58.9806229494794
4.424347698006441,293.1472999231464,0.07884278522767513,46.65833234092033,2.4302240458057027,37.278861384116034
6.617247498679008,109.17142493151002,0.058920856693988014,85.07682311043604,2.041972365281116,41.26240880770639
6.035917105635032,175.91475138004864,0.093942818403372,20.7610673436957,1.0730060753992188,58.84727150128097
6.341124076532136,94.08832088824718,0.05869646828836336,74.7291302173295,1.1906069692549124,56.60443468087402
8.653176660532031,139.64677536578046,0.056867459105675595,25.180773634040577,1.523182913821649,55.529832314957716
3.7486680930927605,153.81233061326884,0.07406711193934651,29.004516415521564,2.7993309432670688,42.718100345254015
7.777119564827076,91.87642339375438,0.08919962400346561,72.55488037723305,1.1332905786266263,39.77404647096286
8.363915807356108,206.1996231529372,0.060514786066430626,51.523243632462766,2.7992327500854923,49.89197138581693
6.357678345450266,230.8648399161125,0.06399681846059431,91.9036577872228,2.0575227438103814,51.867897713286425
5.157172631602402,279.0655193590431,0.09534074631310949,96.81240791958724,2.618222328600194,62.58880957168252
5.732587412588722,171.19136819464603,0.0933076588735141,89.62588673842576,1.030747729728118,81.18499884698173
7.031252963940242,105.37330600127804,0.0857233576893825,80.7791876319254,2.8862887012310527,53.57907459476273
4.16788712358956,205.43825487704302,0.05421691080904062,66.52595438231978,1.5801514703923432,81.77283446844547
6.265459941748999,284.7800480913721,0.05425779151029211,91.02165010468786,2.3595658215677044,40.08701239653756
6.74067278695127,265.1354674060549,0.08151256478145252,91.06205392937713,2.6824575100839736,71.70584831538369
6.74663854107831,266.9658801373308,0.05037521166786388,50.758197396415234,2.7472884408828824,68.7077488332352
7.028673583736113,63.75520007587281,0.09812765956007448,25.91106718393395,1.979203695799089,66.43746448050022
5.827332201172221,288.6793820052728,0.07639536223154214,39.66564781554614,2.150931805957411,44.03886136234963
7.039652054006645,245.81109616642388,0.0983796666620098,86.42724433481075,2.0012286906761094,47.13102377690614
5.114050487243009,142.0406324521553,0.0513895900236382,74.45529366758836,1.4298178502349441,76.36642011693668
8.294723070947281,297.4793940403655,0.08029841937857113,64.61983073258907,1.9703697416472277,50.7585780654032
4.0724906862488215,207.30206060181237,0.07826649316586198,66.10976058754683,2.2590522925494274,51.2737798565648
6.265724715200124,162.2875491578405,0.08778530904430096,28.32760156142138,2.0285901411884533,68.85749441717302
5.345187664701168,291.19836944806667,0.051938763427058166,79.68024211318878,1.408223013143358,63.346492787738796
4.875930269729482,253.64013357448803,0.07987193955403227,74.58694406130749,2.332740603989382,69.2738128937394
8.979804409604103,245.15784668534084,0.07260078678206403,52.09919710385175,2.2424428598373174,70.46909022156359
5.012594091732943,230.45705901781398,0.08275643801438579,52.84796833284639,2.4961909074393933,40.791523395778555
