pH,Current Density,Electrolyte concentration,Time,Electrode gap,Result
8.328848385412,82.42162230945641,0.06464526962532438,88.91172589719807,1.106714199355278,37.412566302676
8.845274208652285,93.71739433145203,0.07056409183836837,75.87908990756786,1.1973182445305808,66.7204778071002
6.883625815861023,68.78821076921597,0.08124404206914332,44.47568019084811,2.4239485203349505,57.21495781801802
3.477025200354191,208.20454223373375,0.08198626528644565,25.628716662590982,1.554333767833518,53.10885186574611
3.2762436024670993,269.1969264372718,0.07186663565706411,69.19982731602153,1.065395275585831,69.04210312616746
4.768726315130173,109.38029490042507,0.07881874372824482,86.28571467715709,2.729666403033735,36.34072808699526
5.09719333542977,193.34409830494673,0.07869251379585973,26.677357392039454,2.623899888904688,83.89145280064821
8.907272544215443,287.9454732537487,0.05270297988034067,81.3646258843943,2.6362380860508496,62.89507948053402
7.462878337190423,296.7907676082275,0.06963235333902489,38.06736724059748,1.6099198570418654,61.927948995464945
5.647723175972041,279.42543036938713,0.07880729559618653,76.7191401025401,1.4302494749564973,55.52162946336415
4.453156490252739,121.68577446685846,0.06687418406706457,65.34275434240854,2.12289757545172,52.0326426180984
7.4259249124306645,95.79290334236444,0.0733872180444521,61.3251833281468,1.0117774027820587,62.64256087020688
5.249802483108592,75.91653377302254,0.06554880501597762,83.54429233883668,2.9465254274859203,42.45184863528256
8.42506402342071,175.44188067118733,0.08160291451374904,97.33798794165583,1.418297366265447,43.80396930814883
5.05335486326897,174.8546038533383,0.06734598003923248,37.29510044663841,1.5576526200258647,45.79096468730358
3.0015107177369185,287.42634008095007,0.07952268324218321,53.419849849331754,1.1539815493997716,44.87243025351948
6.207794501038879,195.21409330233763,0.09029566498714783,29.196839327194624,1.7931653481523406,55.677895296081985
3.660575831321948,191.90953288336033,0.05498141642897487,43.0717612363642,1.1341855482666279,35.374472274711785
8.925532212138851,99.41166986069526,0.08004330360026941,26.710089760448376,1.5796125737687183,66.89552980296969
3.8951926000220762,86.4517898242643,0.07432357807437824,57.221655173380164,2.9389390932707506,83.71274045416214
4.389789696284801,251.10817409912715,0.09824919375399163,75.47513283572532,2.999976581639552,32.564198978017025
8.068286840307742,61.228186865742956,0.07900801525073704,95.2801998481671,2.2407045087747592,33.33622294779029
3.4608492404074784,153.94239727804035,0.06672435191396459,71.23311291899438,2.5380260793583402,46.097426011101895
3.0720554608844077,193.6933026514487,0.08725371787627886,66.75941553003967,2.3615605560214887,70.00961085172949
6.840048271571237,221.71944929883196,0.0735657710187687,70.30956020796006,2.236626470513846,62.39072320931786
6.954625036334728,237.38038697100436,0.08023299870482407,25.92373619214677,1.5606003449197738,80.91025721741192
5.4086547364646576,94.23943109928841,0.07167882983354737,31.18040623154906,2.415803495463816,41.8130471480037
8.880749677466635,60.85205146932143,0.06668397593458752,96.70053031654564,2.5613372235919827,73.13841205231539
3.0286645367214025,222.84911818744246,0.07095649229885274,73.95936994249186,1.2320107314643973,69.35157882264352
